country,branch_no,branch,department_no,department,head,head_no,name,full_name,party,state,district,president,start_date,end_date,birth_age,birth_state,birth_country,education
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,9,Chu Tuấn Nhạ,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,10,Hoàng Văn Phong,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,11,Nguyễn Quân,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,12,Chu Ngọc Anh,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,13,Huỳnh Thành Đạt,,,,,,,,,,,
Vietnam,2,executive,15,Ministry of Natural Resources and Environment,Minister of Natural Resources and Environment,1,Mai Ái Trực,,,,,,,,,,,
Vietnam,2,executive,15,Ministry of Natural Resources and Environment,Minister of Natural Resources and Environment,2,Phạm Khôi Nguyên,,,,,,,,,,,
Vietnam,2,executive,15,Ministry of Natural Resources and Environment,Minister of Natural Resources and Environment,3,Nguyễn Minh Quang,,,,,,,,,,,
Vietnam,2,executive,15,Ministry of Natural Resources and Environment,Minister of Natural Resources and Environment,4,Trần Hồng Hà,,,,,,,,,,,
Vietnam,2,executive,16,Ministry of Information and Communications,Minister of Information and Communications,1,Đỗ Trung Tá,,,,,,,,,,,
Vietnam,2,executive,16,Ministry of Information and Communications,Minister of Information and Communications,2,Lê Doãn Hợp,,,,,,,,,,,
Vietnam,2,executive,16,Ministry of Information and Communications,Minister of Information and Communications,3,Nguyễn Bắc Son,,,,,,,,,,,
Vietnam,2,executive,16,Ministry of Information and Communications,Minister of Information and Communications,4,Trương Minh Tuấn,,,,,,,,,,,
Vietnam,2,executive,16,Ministry of Information and Communications,Minister of Information and Communications,5,Nguyễn Mạnh Hùng,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,1,Hoàng Tích Trý,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,2,Phạm Ngọc Thạch,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,3,Nguyễn Văn Hưởng,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,4,Vũ Văn Cẩn,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,5,Đặng Hồi Xuân,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,6,Phạm Song,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,7,Nguyễn Trọng Nhân,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,8,Đỗ Nguyên Phương,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,9,Trần Thị Trung Chiến,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,10,Nguyễn Quốc Triệu,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,11,Nguyễn Thanh Long,,,,,,,,,,,
Vietnam,2,executive,17,Ministry of Health,Minister of Health,12,,,,,,,,,,,,
Vietnam,2,executive,18,"Ministry of Labour, Invalids and Social Affairs","Minister of Labour, Invalids and Social Affairs",1,Nguyễn Kỳ Cẩm,,,,,,,,,,,
Vietnam,2,executive,18,"Ministry of Labour, Invalids and Social Affairs","Minister of Labour, Invalids and Social Affairs",2,Trần Đình Hoan,,,,,,,,,,,
Vietnam,2,executive,18,"Ministry of Labour, Invalids and Social Affairs","Minister of Labour, Invalids and Social Affairs",3,Nguyễn Thị Hằng,,,,,,,,,,,
Vietnam,2,executive,18,"Ministry of Labour, Invalids and Social Affairs","Minister of Labour, Invalids and Social Affairs",4,Nguyễn Thị Kim Ngân,,,,,,,,,,,
Vietnam,2,executive,18,"Ministry of Labour, Invalids and Social Affairs","Minister of Labour, Invalids and Social Affairs",5,Phạm Thị Hải Chuyền,,,,,,,,,,,
Vietnam,2,executive,18,"Ministry of Labour, Invalids and Social Affairs","Minister of Labour, Invalids and Social Affairs",6,Đào Ngọc Dung,,,,,,,,,,,
Vietnam,2,executive,19,"Ministry of Culture, Sports and Tourism","Minister of Culture, Sports and Tourism",1,Hoàng Tuấn Anh,,,,,,,,,,,
Vietnam,2,executive,19,"Ministry of Culture, Sports and Tourism","Minister of Culture, Sports and Tourism",2,Nguyễn Ngọc Thiện,,,,,,,,,,,
Vietnam,2,executive,19,"Ministry of Culture, Sports and Tourism","Minister of Culture, Sports and Tourism",3,Trần Văn Giàu,,,,,,,,,,,
Vietnam,2,executive,-1,Government Office,Chief of the Government Office,1,Lê Xuân Trinh,,,,,,,,,,,
Vietnam,2,executive,-1,Government Office,Chief of the Government Office,2,Lại Văn Cử,,,,,,,,,,,
Vietnam,2,executive,-1,Government Office,Chief of the Government Office,3,Đoàn Mạnh Giao,,,,,,,,,,,
Vietnam,2,executive,-1,Government Office,Chief of the Government Office,4,Nguyễn Xuân Phúc,,,,,,,,,,,
Vietnam,2,executive,-1,Government Office,Chief of the Government Office,5,Vũ Đức Đam,,,,,,,,,,,
Vietnam,2,executive,-1,Government Office,Chief of the Government Office,6,Nguyễn Văn Nên,,,,,,,,,,,
Vietnam,2,executive,-1,Government Office,Chief of the Government Office,7,Mai Tiến Dũng,,,,,,,,,,,
Vietnam,2,executive,-1,Government Office,Chief of the Government Office,8,Trần Văn Sơn,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,1,Bùi Bằng Đoàn,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,2,Tôn Đức Thắng,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,3,Hồ Tùng Mậu,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,4,Nguyễn Văn Trân,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,5,Nguyễn Lương Bằng,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,6,Nguyễn Thanh Bình,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,7,Nguyễn Văn Lộc,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,8,Trần Nam Trung,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,9,Bùi Quang Tạo,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,10,Nguyễn Văn Chính,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,11,Huỳnh Châu Sổ,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,12,Nguyễn Kỳ Cẩm,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,13,Tạ Hữu Thanh,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,14,Quách Lê Thanh,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,15,Trần Văn Truyền,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,16,Huỳnh Phong Tranh,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,17,Phan Văn Sáu,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,18,Lê Minh Khái,,,,,,,,,,,
Vietnam,2,executive,-1,Government Inspectorate,Inspector-General of the Government Inspectorate,19,Đoàn Hồng Phong,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,1,Nguyễn Lương Bằng,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,2,Lê Viết Lượng,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,3,Tạ Hoàng Cơ,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,4,Đặng Việt Châu,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,5,Hoàng Anh,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,6,Trần Dương,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,7,Nguyễn Duy Gia,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,8,Lữ Minh Châu,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,9,Cao Sĩ Kiêm,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,10,Nguyễn Tấn Dũng,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,11,Lê Đức Thúy,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,12,Nguyễn Văn Giàu,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,13,Nguyễn Văn Bình,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,14,Lê Minh Hưng,,,,,,,,,,,
Vietnam,2,executive,-1,State Bank of Vietnam,Governor of State Bank of Vietnam,15,Nguyễn Thị Hồng,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,1,Hoàng Văn Phùng,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,2,Bùi San,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,3,Chu Văn Tấn,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,4,Lê Quảng Ba,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,5,Vũ Lập,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,6,Hoàng Văn Kiểu,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,7,Hoàng Trường Minh,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,8,Nông Đức Mạnh,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,9,Hoàng Đức Nghi,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,10,Ksor Phước,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,11,Giàng Seo Phử,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,12,Đỗ Văn Chiến,,,,,,,,,,,
Vietnam,2,executive,-1,Committee for Ethnic Minority Affairs,Chief of the Committee for Ethnic Minority Affairs,13,Hầu A Lềnh,,,,,,,,,,,
South Korea,2,executive,0,Government,President,1,Rhee Syng-man,,People Power Party,,,,,,,,,
South Korea,2,executive,0,Government,President,2,Yun Po-sun,,Democratic Party,,,,,,,,,
South Korea,2,executive,0,Government,President,3,Park Chung-hee,,People Power Party,,,,,,,,,
South Korea,2,executive,0,Government,President,4,Choi Kyu-hah,,People Power Party,,,,,,,,,
South Korea,2,executive,0,Government,President,5,Chun Doo-hwan,,People Power Party,,,,,,,,,
South Korea,2,executive,0,Government,President,6,Roh Tae-woo,,People Power Party,,,,,,,,,
South Korea,2,executive,0,Government,President,7,Kim Young-sam,,People Power Party,,,,,,,,,
South Korea,2,executive,0,Government,President,8,Kim Dae-jung,,Democratic Party,,,,,,,,,
South Korea,2,executive,0,Government,President,9,Roh Moo-hyun,,Democratic Party,,,,,,,,,
South Korea,2,executive,0,Government,President,10,Lee Myung-bak,,People Power Party,,,,,,,,,
South Korea,2,executive,0,Government,President,11,Park Geun-hye,,People Power Party,,,,,,,,,
South Korea,2,executive,0,Government,President,12,Moon Jae-in,,Democratic Party,,,,,,,,,
South Korea,2,executive,0,Government,President,13,Yoon Suk-yeol,,People Power Party,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Robert Walpole,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Spencer Compton,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Henry Pelham,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Thomas Pelham-Holles,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Cavendish,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Thomas Pelham-Holles,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,John Stuart,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,George Grenville,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Charles Watson-Wentworth,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Pitt (the Elder),,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Augustus FitzRoy,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Frederick North,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Charles Watson-Wentworth,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Petty,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Cavendish-Bentinck,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Pitt (the Younger),,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Henry Addington,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Pitt (the Younger),,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Grenville,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Cavendish-Bentinck,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Spencer Perceval,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Robert Jenkinson,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,George Canning,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,F. J. Robinson,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Arthur Wellesley,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Charles Grey,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Lamb,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Arthur Wellesley,,Tory,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Robert Peel,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Lamb,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Robert Peel,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Lord John Russell,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Edward Smith-Stanley,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,George Hamilton-Gordon,,Peelite,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Henry John Temple,,Whig,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Edward Smith-Stanley,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Henry John Temple,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,John Russell,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Edward Smith-Stanley,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Benjamin Disraeli,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Ewart Gladstone,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Benjamin Disraeli,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Ewart Gladstone,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Robert Gascoyne-Cecil,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Ewart Gladstone,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Robert Gascoyne-Cecil,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,William Ewart Gladstone,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Archibald Primrose,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Robert Gascoyne-Cecil,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Arthur Balfour,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Henry Campbell-Bannerman,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,H. H. Asquith,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,David Lloyd George,,Liberal,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Bonar Law,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Stanley Baldwin,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Ramsay MacDonald,,Labour,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Stanley Baldwin,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Ramsay MacDonald,,Labour,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Stanley Baldwin,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Neville Chamberlain,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Winston Churchill,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Clement Attlee,,Labour,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Winston Churchill,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Anthony Eden,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Harold Macmillan,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Alec Douglas-Home,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Harold Wilson,,Labour,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Edward Heath,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Harold Wilson,,Labour,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,James Callaghan,,Labour,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Margaret Thatcher,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,John Major,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Tony Blair,,Labour,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Gordon Brown,,Labour,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,David Cameron,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Theresa May,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Boris Johnson,,Conservative,,,,,,,,,
United Kingdom,2,executive,,Government,Prime Minister,,Liz Truss,,Conservative,,,,,,,,,
