country,branch_no,branch,department_no,department,head,head_no,name,full_name,party,state,district,president,start_date,end_date,birth_age,birth_state,birth_country,education
United States,3,judicial,-1,Supreme Court,Chief Justice,39.0,Salmon P. Chase,,,Ohio,,Abraham Lincoln,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,40.0,William Strong,,,Pennsylvania,,Ulysses S. Grant,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,41.0,Joseph P. Bradley,,,New Jersey,,Ulysses S. Grant,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,42.0,Ward Hunt,,,New York,,Ulysses S. Grant,,,,,,law
United States,3,judicial,-1,Supreme Court,Chief Justice,43.0,Morrison Waite,,,Ohio,,Ulysses S. Grant,,,,,,doctorate
United States,3,judicial,-1,Supreme Court,Associate Justice,44.0,John Marshall Harlan,,,Kentucky,,Rutherford B. Hayes,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,45.0,William Burnham Woods,,,Georgia,,Rutherford B. Hayes,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,46.0,Stanley Matthews,,,Ohio,,James A. Garfield,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,47.0,Horace Gray,,,Massachusetts,,Chester A. Arthur,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,48.0,Samuel Blatchford,,,New York,,Chester A. Arthur,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,49.0,Lucius Quintus Cincinnatus Lamar,,,Mississippi,,Grover Cleveland,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Chief Justice,50.0,Melville Fuller,,,Illinois,,Grover Cleveland,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,51.0,David J. Brewer,,,Kansas,,Benjamin Harrison,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,52.0,Henry Billings Brown,,,Michigan,,Benjamin Harrison,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,53.0,George Shiras Jr.,,,Pennsylvania,,Benjamin Harrison,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,54.0,Howell Edmunds Jackson,,,Tennessee,,Benjamin Harrison,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,55.0,Edward Douglass White,,,Louisiana,,Grover Cleveland,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,56.0,Rufus W. Peckham,,,New York,,Grover Cleveland,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,57.0,Joseph McKenna,,,California,,William McKinley,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,58.0,Oliver Wendell Holmes Jr.,,,Massachusetts,,Theodore Roosevelt,,,,,,master
United States,3,judicial,-1,Supreme Court,Associate Justice,59.0,William R. Day,,,Ohio,,Theodore Roosevelt,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,60.0,William Henry Moody,,,Massachusetts,,Theodore Roosevelt,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,61.0,Horace Harmon Lurton,,,Tennessee,,William Howard Taft,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,62.0,Charles Evans Hughes,,,New York,,William Howard Taft,,,,,,education
United States,3,judicial,-1,Supreme Court,Associate Justice,63.0,Willis Van Devanter,,,Wyoming,,William Howard Taft,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,64.0,Joseph Rucker Lamar,,,Georgia,,William Howard Taft,,,,,,master
United States,3,judicial,-1,Supreme Court,Associate Justice,65.0,Mahlon Pitney,,,New Jersey,,William Howard Taft,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,66.0,James Clark McReynolds,,,Tennessee,,Woodrow Wilson,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,67.0,Louis Brandeis,,,Massachusetts,,Woodrow Wilson,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,68.0,John Hessin Clarke,,,Ohio,,Woodrow Wilson,,,,,,master
United States,3,judicial,-1,Supreme Court,Chief Justice,69.0,William Howard Taft,,,Connecticut,,Warren G. Harding,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,70.0,George Sutherland,,,Utah,,Warren G. Harding,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,71.0,Pierce Butler,,,Minnesota,,Warren G. Harding,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,72.0,Edward Terry Sanford,,,Tennessee,,Warren G. Harding,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,73.0,Harlan F. Stone,,,New York,,Calvin Coolidge,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,74.0,Owen Roberts,,,Pennsylvania,,Herbert Hoover,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,75.0,Benjamin N. Cardozo,,,New York,,Herbert Hoover,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,76.0,Hugo Black,,,Alabama,,Franklin D. Roosevelt,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,77.0,Stanley Forman Reed,,,Kentucky,,Franklin D. Roosevelt,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,78.0,Felix Frankfurter,,,Massachusetts,,Franklin D. Roosevelt,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,79.0,William O. Douglas,,,Connecticut,,Franklin D. Roosevelt,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,80.0,Frank Murphy,,,Michigan,,Franklin D. Roosevelt,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,81.0,James F. Byrnes,,,South Carolina,,Franklin D. Roosevelt,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,82.0,Robert H. Jackson,,,New York,,Franklin D. Roosevelt,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,83.0,Wiley Blount Rutledge,,,Iowa,,Franklin D. Roosevelt,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,84.0,Harold Hitz Burton,,,Ohio,,Harry S. Truman,,,,,,none
United States,3,judicial,-1,Supreme Court,Chief Justice,85.0,Fred M. Vinson,,,Kentucky,,Harry S. Truman,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,86.0,Tom C. Clark,,,Texas,,Harry S. Truman,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,87.0,Sherman Minton,,,Indiana,,Harry S. Truman,,,,,,none
United States,3,judicial,-1,Supreme Court,Chief Justice,88.0,Earl Warren,,,California,,Dwight D. Eisenhower,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,89.0,John Marshall Harlan II,,,New York,,Dwight D. Eisenhower,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,90.0,William J. Brennan Jr.,,,New Jersey,,Dwight D. Eisenhower,,,,,,doctorate
United States,3,judicial,-1,Supreme Court,Associate Justice,91.0,Charles Evans Whittaker,,,Missouri,,Dwight D. Eisenhower,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,92.0,Potter Stewart,,,Ohio,,Dwight D. Eisenhower,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,93.0,Byron White,,,Colorado,,John F. Kennedy,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,94.0,Arthur Goldberg,,,Illinois,,John F. Kennedy,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,95.0,Abe Fortas,,,Tennessee,,Lyndon B. Johnson,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,96.0,Thurgood Marshall,,,New York,,Lyndon B. Johnson,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Chief Justice,97.0,Warren E. Burger,,,Virginia,,Richard Nixon,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,98.0,Harry Blackmun,,,Minnesota,,Richard Nixon,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,99.0,Lewis F. Powell Jr.,,,Virginia,,Richard Nixon,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,100.0,William Rehnquist,,,Arizona,,Richard Nixon,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,101.0,John Paul Stevens,,,Illinois,,Gerald Ford,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,102.0,Sandra Day O'Connor,,,Arizona,,Ronald Reagan,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,103.0,Antonin Scalia,,,Virginia,,Ronald Reagan,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,104.0,Anthony Kennedy,,,California,,Ronald Reagan,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,105.0,David Souter,,,New Hampshire,,George H. W. Bush,,,,,,master
United States,3,judicial,-1,Supreme Court,Associate Justice,106.0,Clarence Thomas,,,Georgia,,George H. W. Bush,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,107.0,Ruth Bader Ginsburg,,,New York,,Bill Clinton,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,108.0,Stephen Breyer,,,Massachusetts,,Bill Clinton,,,,,,law
United States,3,judicial,-1,Supreme Court,Chief Justice,109.0,John Roberts,,,Maryland,,George W. Bush,,,,,,education
United States,3,judicial,-1,Supreme Court,Associate Justice,110.0,Samuel Alito,,,New Jersey,,George W. Bush,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,111.0,Sonia Sotomayor,,,New York,,Barack Obama,,,,,,master
United States,3,judicial,-1,Supreme Court,Associate Justice,112.0,Elena Kagan,,,Massachusetts,,Barack Obama,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,113.0,Neil Gorsuch,,,Colorado,,Donald Trump,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,114.0,Brett Kavanaugh,,,Maryland,,Donald Trump,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,115.0,Amy Coney Barrett,,,Indiana,,Donald Trump,,,,,,master
United States,3,judicial,-1,Supreme Court,Associate Justice,116.0,Ketanji Brown Jackson,,,"Washington, D.C.",,Joe Biden,,,,,,none
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,1.0,Nguyễn Văn Tố,,Independent,,,,1946-03-02,1946-11-08,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,2.0,Bùi Bằng Đoàn,,Independent,,,,1946-11-09,1955-04-13,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,3.0,Tôn Đức Thắng,,Communist,,,,1948-08-01,1960-07-15,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,4.0,Trường Chinh,,Communist,,,,1960-07-15,1981-07-04,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,5.0,Nguyễn Hữu Thọ,,Communist,,,,1981-07-04,1987-06-18,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,6.0,Lê Quang Đạo,,Communist,,,,1987-06-18,1992-09-23,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,7.0,Nông Đức Mạnh,,Communist,,,,1992-09-23,2001-06-27,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,8.0,Nguyễn Văn An,,Communist,,,,2001-06-27,2006-06-26,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,9.0,Nguyễn Phú Trọng,,Communist,,,,2006-06-26,2011-07-23,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,10.0,Nguyễn Sinh Hùng,,Communist,,,,2011-07-23,2016-03-30,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,11.0,Nguyễn Thị Kim Ngân,,Communist,,,,2016-03-31,2021-03-30,,,,
Vietnam,1,legistrative,-1,National Assembly,Chair of the National Assembly,12.0,Vương Đình Huệ,,Communist,,,,2021-03-31,incumbent,,,,
Vietnam,2,executive,0,Government,President,1.0,Tôn Đức Thắng,,Communist,,,,1976-07-02,1980-03-30,,,,
Vietnam,2,executive,0,Government,President,2.0,Trường Chinh,,Communist,,,,1981-07-04,1987-06-18,,,,
Vietnam,2,executive,0,Government,President,3.0,Võ Chí Công,,Communist,,,,1987-06-18,1992-09-22,,,,
Vietnam,2,executive,0,Government,President,4.0,Lê Đức Anh,,Communist,,,,1992-09-23,1997-09-24,,,,
Vietnam,2,executive,0,Government,President,5.0,Trần Đức Lương,,Communist,,,,1997-09-24,2006-06-27,,,,
Vietnam,2,executive,0,Government,President,6.0,Nguyễn Minh Triết,,Communist,,,,2006-06-27,2011-07-25,,,,
Vietnam,2,executive,0,Government,President,7.0,Trương Tấn Sang,,Communist,,,,2011-07-25,2016-04-02,,,,
Vietnam,2,executive,0,Government,President,8.0,Trần Đại Quang,,Communist,,,,2016-04-02,2018-09-21,,,,
Vietnam,2,executive,0,Government,President,9.0,Nguyễn Phú Trọng,,Communist,,,,2018-10-23,2021-04-05,,,,
Vietnam,2,executive,0,Government,President,10.0,Nguyễn Xuân Phúc,,Communist,,,,2021-04-05,incumbent,,,,
Vietnam,2,executive,1,Government,Prime Minister,1,Phạm Văn Đồng,,,,,,,,,,,
Vietnam,2,executive,1,Government,Prime Minister,2,Phạm Hùng,,,,,,,,,,,
Vietnam,2,executive,1,Government,Prime Minister,3,Đỗ Mười,,,,,,,,,,,
Vietnam,2,executive,1,Government,Prime Minister,4,Võ Văn Kiệt,,,,,,,,,,,
Vietnam,2,executive,1,Government,Prime Minister,5,Phan Văn Khải,,,,,,,,,,,
Vietnam,2,executive,1,Government,Prime Minister,6,Nguyễn Tấn Dũng,,,,,,,,,,,
Vietnam,2,executive,1,Government,Prime Minister,7,Nguyễn Xuân Phúc,,,,,,,,,,,
Vietnam,2,executive,1,Government,Prime Minister,8,Phạm Minh Chính,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,1,Hồ Chí Minh,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,2,Nguyễn Tường Tam,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,1,Ho Chi Minh,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,3,Hoàng Minh Giám,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,4,Phạm Văn Đồng,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,5,Ung Văn Khiêm,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,6,Xuân Thủy,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,7,Nguyễn Duy Trinh,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,8,Nguyễn Cơ Thạch,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,9,Nguyễn Mạnh Cầm,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,10,Nguyễn Dy Niên,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,11,Phạm Gia Khiêm,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,12,Phạm Bình Minh,,,,,,,,,,,
Vietnam,2,executive,2,Ministry of Foreign Affairs,Minister of Foreign Affairs,13,Bùi Thanh Sơn,,,,,,,,,,,
Vietnam,2,executive,3,Ministry of Defence,Minister of Defence,1,Võ Nguyên Giáp,,,,,,,,,,,
Vietnam,2,executive,3,Ministry of Defence,Minister of Defence,2,Văn Tiến Dũng,,,,,,,,,,,
Vietnam,2,executive,3,Ministry of Defence,Minister of Defence,3,Lê Đức Anh,,,,,,,,,,,
Vietnam,2,executive,3,Ministry of Defence,Minister of Defence,4,Đoàn Khuê,,,,,,,,,,,
Vietnam,2,executive,3,Ministry of Defence,Minister of Defence,5,Phạm Văn Trà,,,,,,,,,,,
Vietnam,2,executive,3,Ministry of Defence,Minister of Defence,6,Phùng Quang Thanh,,,,,,,,,,,
Vietnam,2,executive,3,Ministry of Defence,Minister of Defence,7,Ngô Xuân Lịch,,,,,,,,,,,
Vietnam,2,executive,3,Ministry of Defence,Minister of Defence,8,Phan Văn Giang,,,,,,,,,,,
Vietnam,2,executive,4,Ministry of Public Security,Minister of Public Security,1,Lê Minh Hương,,,,,,,,,,,
Vietnam,2,executive,4,Ministry of Public Security,Minister of Public Security,2,Lê Hồng Anh,,,,,,,,,,,
Vietnam,2,executive,4,Ministry of Public Security,Minister of Public Security,3,Trần Đại Quang,,,,,,,,,,,
Vietnam,2,executive,4,Ministry of Public Security,Minister of Public Security,4,Tô Lâm,,,,,,,,,,,
Vietnam,2,executive,5,Ministry of Home Affairs,Minister of Home Affairs,1,Đỗ Quang Trung,,,,,,,,,,,
Vietnam,2,executive,5,Ministry of Home Affairs,Minister of Home Affairs,2,Trần Văn Tuấn,,,,,,,,,,,
Vietnam,2,executive,5,Ministry of Home Affairs,Minister of Home Affairs,3,Nguyễn Thái Bình,,,,,,,,,,,
Vietnam,2,executive,5,Ministry of Home Affairs,Minister of Home Affairs,4,Lê Vĩnh Tân,,,,,,,,,,,
Vietnam,2,executive,5,Ministry of Home Affairs,Minister of Home Affairs,5,Phạm Thị Thanh Trà,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,1,Vũ Trọng Khánh,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,2,Vũ Đình Hoè,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,3,Trần Công Tường,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,4,Nguyễn Ngọc Minh,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,5,Trần Quang Huy,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,6,Phan Hiền,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,7,Nguyễn Đình Lộc,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,8,Uông Chu Lưu,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,9,Hà Hùng Cường,,,,,,,,,,,
Vietnam,2,executive,6,Ministry of Justice,Minister of Justice,10,Lê Thành Long,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,1,Phạm Văn Đồng,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,2,Lê Văn Hiến,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,3,Hoàng Anh,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,4,Đặng Việt Châu,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,5,Đào Thiện Thi,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,3,Hoàng Anh,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,6,Chu Tam Thức,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,7,Vũ Tuân,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,8,Hoàng Quy,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,9,Hồ Tế,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,10,Nguyễn Sinh Hùng,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,11,Vũ Văn Ninh,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,12,Vương Đình Huệ,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,13,Đinh Tiến Dũng,,,,,,,,,,,
Vietnam,2,executive,7,Ministry of Finance,Minister of Finance,14,Hồ Đức Phớc,,,,,,,,,,,
Vietnam,2,executive,8,Ministry of Industry and Trade,Minister of Industry and Trade,1,Vũ Huy Hoàng,,,,,,,,,,,
Vietnam,2,executive,8,Ministry of Industry and Trade,Minister of Industry and Trade,2,Trần Tuấn Anh,,,,,,,,,,,
Vietnam,2,executive,8,Ministry of Industry and Trade,Minister of Industry and Trade,3,Nguyễn Hồng Diên,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,1,Phạm Văn Đồng,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,2,Nguyễn Văn Trân,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,3,Nguyễn Duy Trinh,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,4,Nguyễn Côn,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,5,Nguyễn Lam,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,6,Lê Thanh Nghị,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,7,Võ Văn Kiệt,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,8,Đậu Ngọc Xuân,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,9,Phan Văn Khải,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,10,Trần Xuân Giá,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,11,Võ Hồng Phúc,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,12,Bùi Quang Vinh,,,,,,,,,,,
Vietnam,2,executive,9,Ministry of Planning and Investment,Minister of Planning and Investment,13,Nguyễn Chí Dũng,,,,,,,,,,,
Vietnam,2,executive,10,Ministry of Agriculture and Rural Development,Minister of Agriculture and Rural Development,10,Lê Minh Hoan,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,1,Trần Đăng Khoa,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,2,Bùi Quang Tạo,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,3,Lê Thanh Nghị,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,4,Trần Đại Nghĩa,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,5,Đỗ Mười,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,6,Đồng Sĩ Nguyên,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,7,Huỳnh Tấn Phát,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,8,Đỗ Quốc Sam,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,9,Phan Ngọc Tường,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,10,Ngô Xuân Lộc,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,11,Nguyễn Mạnh Kiểm,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,12,Nguyễn Hồng Quân,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,13,Trịnh Đình Dũng,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,14,Phạm Hồng Hà,,,,,,,,,,,
Vietnam,2,executive,11,Ministry of Construction,Minister of Construction,15,Nguyễn Thanh Nghị,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,1,Đào Trọng Kim,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,2,Trần Đăng Khoa,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,3,Nguyễn Văn Trân,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,4,Nguyễn Hữu Mai,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,5,Phan Trọng Tuệ,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,6,Dương Bạch Liên,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,7,Phan Trọng Tuệ,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,8,Đinh Đức Thiện,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,9,Đồng Sỹ Nguyên,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,10,Bùi Danh Lưu,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,11,Lê Ngọc Hoàn,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,12,Đào Đình Bình,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,13,Hồ Nghĩa Dũng,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,14,Đinh La Thăng,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,15,Trương Quang Nghĩa,,,,,,,,,,,
Vietnam,2,executive,12,Ministry of Transport,Minister of Transport,16,Nguyễn Văn Thể,,,,,,,,,,,
Vietnam,2,executive,13,Ministry of Education and Training,Minister of Education and Training,1,Trần Hồng Quân,,,,,,,,,,,
Vietnam,2,executive,13,Ministry of Education and Training,Minister of Education and Training,2,Nguyễn Minh Hiển,,,,,,,,,,,
Vietnam,2,executive,13,Ministry of Education and Training,Minister of Education and Training,3,Nguyễn Thiện Nhân,,,,,,,,,,,
Vietnam,2,executive,13,Ministry of Education and Training,Minister of Education and Training,4,Phạm Vũ Luận,,,,,,,,,,,
Vietnam,2,executive,13,Ministry of Education and Training,Minister of Education and Training,5,Phùng Xuân Nhạ,,,,,,,,,,,
Vietnam,2,executive,13,Ministry of Education and Training,Minister of Education and Training,6,Nguyễn Kim Sơn,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,1,Trường Chinh,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,2,Võ Nguyên Giáp,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,3,Nguyễn Duy Trinh,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,4,Trần Đại Nghĩa,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,5,Trần Quỳnh,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,6,Lê Khắc,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,7,Đặng Hữu,,,,,,,,,,,
Vietnam,2,executive,14,Ministry of Science and Technology,Minister of Science and Technology,8,Phạm Gia Khiêm,,,,,,,,,,,
