isin,priceAsk,priceClose,priceFiftyTwoWeekHigh,priceFiftyTwoWeekLow,volumeAverage,cashFlow,earningsPerShare,freeCashFlowYield,priceEarningsRatio,priceToCash,foreignExempt,shareDescription,numOfShares,yieldAnnual,incomeStatement,priceBid,priceDayHigh,priceDayLow,dateExDate,datePayDate,dateRecordDate,dividend,dividendType,frankingPercent
AU0000272239,0.12,0.125,0.148,0.072,207503.877841,1.06756,-0.01223,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,236690791.0,0.0,"[{'revenue': 35383280, 'netIncome': -2827350, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 34026090, 'netIncome': -2166780, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 34813990, 'netIncome': -9613160, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 29271330, 'netIncome': -15752700, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.11,0.125,0.11,,,,,,
AU000000TRS9,4.19,4.05,5.77,2.82,14827.347826,74.528,0.22405,0.748290156991275,18.07632,1.33638,False,Ordinary Fully Paid,38423297.0,0.0,"[{'revenue': 788241000, 'netIncome': 7902000, 'period': '2022A', 'fPeriodEndDate': 44745, 'curCode': 'AUD'}, {'revenue': 778688000, 'netIncome': 8319000, 'period': '2021A', 'fPeriodEndDate': 44374, 'curCode': 'AUD'}, {'revenue': 820645000, 'netIncome': 1120000, 'period': '2020A', 'fPeriodEndDate': 44010, 'curCode': 'AUD'}, {'revenue': 793687000, 'netIncome': -16899000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",4.12,4.18,4.12,2019-03-15,2019-04-08,2019-03-18,0.1,I,100.0
AU000000SGR6,1.48,1.43,3.05345,1.18361,9543439.822572,177.2,-1.35166,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1618680877.0,0.0,"[{'revenue': 1527100000, 'netIncome': -202500000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 1545400000, 'netIncome': 57900000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1487000000, 'netIncome': -94600000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 2158100000, 'netIncome': 198000000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.465,1.485,1.43,2020-02-25,2020-07-02,2020-02-26,0.105,I,100.0
AU000000TOP2,0.55,0.535,0.58,0.445,64614.474359,7.5404,-0.0017,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,191566561.0,4.537037037037037,"[{'revenue': -2977580, 'netIncome': -3723310, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 38812830, 'netIncome': 22527360, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': -46952070, 'netIncome': -34917470, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 21113540, 'netIncome': 12045580, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.525,0.54,0.525,2023-03-14,2023-03-31,2023-03-15,0.0105,I,100.0
AU000000TMZ5,,0.005,0.054,0.004,3981798.186667,-7.83766,-0.02162,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,869951038.0,0.0,"[{'revenue': 10, 'netIncome': -2887010, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 17250, 'netIncome': -3469090, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 890, 'netIncome': -462980, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 7990, 'netIncome': -1029140, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",,,,,,,,,
AU0000182867,0.02,0.017,0.2,0.014,368301.489796,-2.97325,-0.03438,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,140762900.0,0.0,"[{'revenue': 3404390, 'netIncome': -5243020, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 1889340, 'netIncome': -4393310, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1158790, 'netIncome': -5914270, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 11080, 'netIncome': -516080, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.017,0.017,0.017,,,,,,
AU000000TGA0,1.1400000000000001,1.12,3.2,1.05,15238.082353,-46.676,0.07135,0.07193913373772719,15.69727,13.90064,False,Ordinary Fully Paid,34764019.0,8.928571428571429,"[{'revenue': 17296000, 'netIncome': 32346000, 'period': '2022A', 'fPeriodEndDate': 44651, 'curCode': 'AUD'}, {'revenue': 33442000, 'netIncome': 8396000, 'period': '2021A', 'fPeriodEndDate': 44286, 'curCode': 'AUD'}, {'revenue': 204299000, 'netIncome': -81068000, 'period': '2020A', 'fPeriodEndDate': 43921, 'curCode': 'AUD'}, {'revenue': 221857000, 'netIncome': -14965000, 'period': '2019A', 'fPeriodEndDate': 43555, 'curCode': 'AUD'}]",1.12,1.125,1.12,2022-08-24,2022-09-08,2022-08-25,0.03,I,100.0
AU000000THR2,0.005,0.0045000000000000005,0.0195,0.004,5408905.835294,-2.306,-0.0002,-1.00000010000001e-05,-99999.99,-99999.99,False,Chess Depositary Interests 1:1,2392912840.0,0.0,"[{'revenue': 0, 'netIncome': -1253000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'GBP'}, {'revenue': 0, 'netIncome': -2104000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'GBP'}, {'revenue': 0, 'netIncome': -922000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'GBP'}, {'revenue': 0, 'netIncome': -735000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'GBP'}]",0.004,0.0045000000000000005,0.0045000000000000005,,,,,,
AU000000TEK4,0.185,0.185,0.35,0.18,382644.517241,5.57758,-0.15296,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,425041104.0,0.0,"[{'revenue': -59898130, 'netIncome': -45154850, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 79865470, 'netIncome': 52849900, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 2143890, 'netIncome': 199870, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 228310, 'netIncome': 22541890, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.18,,,,,,,,
AU000000TIA6,0.28,0.27,0.38,0.21,15636.428571,-15.507,-0.23629,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,86608830.0,0.0,"[{'revenue': 0, 'netIncome': -20461000, 'period': '2022A', 'fPeriodEndDate': 44926, 'curCode': 'AUD'}, {'revenue': 1001000, 'netIncome': 1143000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -24301000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 1524000, 'netIncome': -3672000, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}]",0.27,0.28,0.28,,,,,,
AU000000TPO2,,0.045,0.045,0.045,,-0.52416,-0.00228,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,386512820.0,0.0,"[{'revenue': 397980, 'netIncome': -871510, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 6860, 'netIncome': -4941900, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 7990, 'netIncome': -1448850, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}, {'revenue': 9220, 'netIncome': -2062320, 'period': '2018A', 'fPeriodEndDate': 43465, 'curCode': 'AUD'}]",,,,,,,,,
AU000000TIE8,0.61,0.61,0.865,0.305,4711053.717391,-154.6043,-0.0746,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1087527490.0,0.0,"[{'revenue': 71670, 'netIncome': -46149580, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 303460, 'netIncome': -19590380, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 91700, 'netIncome': -12495100, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 57860, 'netIncome': -9899430, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.605,0.62,0.6,,,,,,
AU000000TIG3,0.013000000000000001,0.013000000000000001,0.025,0.011,861458.011905,-12.696,0.00404,0.37009485531141634,3.21782,2.70201,False,Ordinary Fully Paid,13066702368.0,0.0,"[{'revenue': 185781000, 'netIncome': 52799000, 'period': '2022A', 'fPeriodEndDate': 44926, 'curCode': 'AUD'}, {'revenue': 103944000, 'netIncome': 37923000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 47889000, 'netIncome': -15616000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 50141000, 'netIncome': -18715000, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}]",0.012,0.013000000000000001,0.013000000000000001,,,,,,
AU000000TNY6,0.22,0.22,0.535,0.16,63406.523077,-4.4556,-0.11645,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,61385455.0,0.0,"[{'revenue': 10954620, 'netIncome': -4528300, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'USD'}, {'revenue': 8709430, 'netIncome': -3233950, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'USD'}, {'revenue': 4438510, 'netIncome': -3921400, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'USD'}, {'revenue': 2897640, 'netIncome': -2324230, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'USD'}]",0.21,0.21,0.21,,,,,,
AU000000TML5,0.06,0.061,0.082,0.053,480.714286,0.37197,-0.00161,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,91694275.0,0.0,"[{'revenue': 8774000, 'netIncome': 358000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'MYR'}, {'revenue': 9930000, 'netIncome': -176000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'MYR'}, {'revenue': 2840000, 'netIncome': 258000, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'MYR'}, {'revenue': 4593000, 'netIncome': 580000, 'period': '2018A', 'fPeriodEndDate': 43281, 'curCode': 'MYR'}]",0.051000000000000004,,,,,,,,
AU000000TTM8,0.06,0.061,0.105,0.05,1233389.011236,-26.54475,-0.00239,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1411273186.0,0.0,"[{'revenue': 0, 'netIncome': 7523000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'USD'}, {'revenue': 0, 'netIncome': -35635000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'USD'}, {'revenue': 9540000, 'netIncome': -7782360, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'USD'}, {'revenue': 3903250, 'netIncome': -5253980, 'period': '2018A', 'fPeriodEndDate': 43465, 'curCode': 'USD'}]",0.056,0.06,0.056,,,,,,
AU000000TSL2,0.014,0.011,0.024,0.009,393370.396552,-1.58135,-0.00105,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1406397846.0,0.0,"[{'revenue': 0, 'netIncome': -1160710, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -1507880, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -1497450, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -1164490, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.01,0.011,0.011,,,,,,
AU000000TTT3,0.125,0.12,0.345,0.115,181420.280488,-13.28288,-0.08058,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,237258861.0,0.0,"[{'revenue': 3401240, 'netIncome': -16971890, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 554380, 'netIncome': -17175350, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1889650, 'netIncome': -10826810, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 1433500, 'netIncome': -7489080, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.12,0.125,0.12,,,,,,
AU0000180887,0.23,0.2025,0.4,0.2,87307.972222,-99999.99,-99999.99,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,60464843.0,0.0,"[{'revenue': 0, 'netIncome': -6837590, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -915230, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -352210, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -357190, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.2,0.20500000000000002,0.20500000000000002,,,,,,
AU0000265217,0.077,0.075,0.135,0.047,517988.637363,-13.908,-0.0031,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1388418222.0,0.0,"[{'revenue': 0, 'netIncome': -4895000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -2905000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -2885000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -3090000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.074,0.077,0.073,,,,,,
AU000000TOU2,0.038,0.037,0.048,0.023,150796.148936,-10.18067,-0.00841,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,830715710.0,0.0,"[{'revenue': 10, 'netIncome': -4329120, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 480, 'netIncome': -2054240, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 450, 'netIncome': -12950600, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 6930, 'netIncome': -3216700, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.031,0.037,0.031,,,,,,
AU000000TMK7,0.018000000000000002,0.018000000000000002,0.025,0.008,3813691.326087,-0.63727,-0.00412,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,4637500000.0,0.0,"[{'revenue': 530330, 'netIncome': -9949720, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -172490, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 14950, 'netIncome': -1095860, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 39920, 'netIncome': -209390, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.016,0.019,0.017,,,,,,
AU0000107211,0.025,0.023,0.047,0.019,805702.070588,-2.4137,0.00157,0.11136105481191119,14.64968,8.9798,False,Ordinary Fully Paid,2136982373.0,12.173913043478262,"[{'revenue': 32563790, 'netIncome': 3493990, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 41570, 'netIncome': -8625370, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 130, 'netIncome': -1099880, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 2710140, 'netIncome': -5387370, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.022,,,2022-10-13,2022-10-28,2022-10-14,0.0028,F,0.0
AU000000TRT7,0.017,0.011,0.078,0.01,654396.195122,-3.45656,-0.00637,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,630521164.0,0.0,"[{'revenue': 8380, 'netIncome': -4330730, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 4520, 'netIncome': -5762140, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -5083810, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -6946170, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.015,0.016,0.012,,,,,,
AU0000154940,,0.026000000000000002,0.068,0.025,3872354.52,-10.79373,-0.01394,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1274201653.0,0.0,"[{'revenue': 230, 'netIncome': -10631090, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 2750, 'netIncome': -2759370, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 3700, 'netIncome': -2530850, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 8780, 'netIncome': -6437030, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",,,,,,,,,
AU0000147266,0.105,0.1,0.295,0.091,103952.909091,-3.96985,-0.03213,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,95337038.0,0.0,"[{'revenue': 0, 'netIncome': -2154500, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 50000, 'netIncome': -1820030, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -221730, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -387790, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.094,0.1,0.095,,,,,,
AU000000TOE6,0.01,0.01,0.03,0.008,6680585.311111,-5.32957,-0.00327,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,4358887635.0,0.0,"[{'revenue': 79260, 'netIncome': -8934480, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 18480, 'netIncome': -6507410, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 65900, 'netIncome': -44848630, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 146190, 'netIncome': -2382970, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.009000000000000001,0.01,0.009000000000000001,,,,,,
AU0000241416,0.19,0.17,0.24,0.15,,-4.32764,-0.08281,-1.00000010000001e-05,-99999.99,-99999.99,False,Chess Depositary Interests 1:1,102198999.0,0.0,"[{'revenue': 0, 'netIncome': -4484600, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'USD'}, {'revenue': 0, 'netIncome': -9944140, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'USD'}, {'revenue': 0, 'netIncome': -4772260, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'USD'}, {'revenue': 0, 'netIncome': -951600, 'period': '2018A', 'fPeriodEndDate': 43465, 'curCode': 'USD'}]",0.165,,,,,,,,
AU0000175424,0.095,0.093,0.185,0.086,258202.880952,-4.861,-0.09149,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,710139673.0,0.0,"[{'revenue': -66457000, 'netIncome': -65165000, 'period': '2022A', 'fPeriodEndDate': 44926, 'curCode': 'AUD'}, {'revenue': 15692000, 'netIncome': 13888000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -3407000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -1906000, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}]",0.094,0.094,0.091,,,,,,
AU0000118887,0.6900000000000001,0.6900000000000001,1.655,0.68,39894.253012,-36.731,-0.35749,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,84169533.0,0.0,"[{'revenue': 25283000, 'netIncome': -16438000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 19161000, 'netIncome': -10739000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 7679000, 'netIncome': -4831000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 2163000, 'netIncome': -2815000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.5,0.6825,0.68,,,,,,
AU0000189300,0.19,0.185,0.44,0.175,61307.549296,-1.76401,-0.07273,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,69625001.0,0.0,"[{'revenue': 0, 'netIncome': -4720910, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -32960, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}]",0.18,,,,,,,,
NZTWRE0011S2,0.595,0.54,0.705,0.505,100997.406977,16.355,0.04577,0.16020891242179802,13.43675,6.24185,True,Ordinary Fully Paid Foreign Exempt Nzx,379483987.0,9.314814814814815,"[{'revenue': 353214000, 'netIncome': 18803000, 'period': '2022A', 'fPeriodEndDate': 44834, 'curCode': 'NZD'}, {'revenue': 328040000, 'netIncome': 18683000, 'period': '2021A', 'fPeriodEndDate': 44469, 'curCode': 'NZD'}, {'revenue': 320676000, 'netIncome': 10761000, 'period': '2020A', 'fPeriodEndDate': 44104, 'curCode': 'NZD'}, {'revenue': 303357000, 'netIncome': 16565000, 'period': '2019A', 'fPeriodEndDate': 43738, 'curCode': 'NZD'}]",0.54,,,2023-01-17,2023-02-01,2023-01-18,0.0311,F,0.0
AU0000035701,0.07,0.056,0.155,0.045,155484.4875,-8.66064,-0.02123,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,619009073.0,0.0,"[{'revenue': 97000, 'netIncome': -7636000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'USD'}, {'revenue': 68000, 'netIncome': -4365000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'USD'}, {'revenue': 122000, 'netIncome': -5490000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'USD'}, {'revenue': 94000, 'netIncome': -5172000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'USD'}]",0.055,0.056,0.055,,,,,,
NZHELE0001S9,3.65,3.63,3.86,3.15,,-57.472,0.16961,0.09827121282400018,22.93497,10.17592,True,Ordinary Fully Paid Foreign Exempt Nzx,214013477.0,0.0,"[{'revenue': 345750000, 'netIncome': -1482000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'NZD'}, {'revenue': 359173000, 'netIncome': -13675000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'NZD'}, {'revenue': 400930000, 'netIncome': 27356000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'NZD'}, {'revenue': 423004000, 'netIncome': 29753000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'NZD'}]",3.5500000000000003,3.66,3.59,,,,,,
AU0000090128,4.8,4.82,6.75,4.495,1212141.032609,-35.0,0.27599,0.21222861266155904,17.4644,4.7119,False,Ordinary Fully Paid,1859341669.0,0.0,"[{'revenue': 5853000000, 'netIncome': 513000000, 'period': '2022A', 'fPeriodEndDate': 44926, 'curCode': 'AUD'}, {'revenue': 5338000000, 'netIncome': 110000000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 4361000000, 'netIncome': 741000000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 3523077000, 'netIncome': -279311000, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}]",4.76,4.83,4.7700000000000005,2023-03-15,2023-04-13,2023-03-16,0.09,F,100.0
AU0000160301,0.021,0.019,0.135,0.018,1170172.043956,-11.915,-0.02879,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,863086674.0,0.0,"[{'revenue': 37927000, 'netIncome': -24759000, 'period': '2022A', 'fPeriodEndDate': 44773, 'curCode': 'AUD'}, {'revenue': 21827000, 'netIncome': -3113000, 'period': '2021A', 'fPeriodEndDate': 44408, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -9313000, 'period': '2020A', 'fPeriodEndDate': 44043, 'curCode': 'AUD'}, {'revenue': 29959000, 'netIncome': 7596000, 'period': '2019A', 'fPeriodEndDate': 43677, 'curCode': 'AUD'}]",0.018000000000000002,0.019,0.018000000000000002,2013-11-14,2013-11-27,2013-11-20,0.005,F,100.0
AU000000TCO0,1.98,1.3,1.41,0.98,216.875,6.61045,0.32352,0.3809973749280868,4.0183,2.62469,False,Ordinary Fully Paid,13382778.0,0.0,"[{'revenue': 16046960, 'netIncome': 3326370, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 14767970, 'netIncome': -4405420, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 22610860, 'netIncome': -876810, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 28408480, 'netIncome': 5461580, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.45,1.41,1.405,2019-06-11,2019-06-28,2019-06-12,0.1,F,100.0
AU000000TTI6,0.015,0.013000000000000001,0.027,0.012,355433.210526,0.693,-0.00029,0.20772185213112235,-99999.99,4.81413,False,Ordinary Fully Paid,757670187.0,0.0,"[{'revenue': 53750000, 'netIncome': -488000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 52330000, 'netIncome': 201000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 44522000, 'netIncome': -13829000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 48321000, 'netIncome': 1263000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.013000000000000001,,,2013-09-02,2013-09-20,2013-09-06,0.002,F,100.0
